"";"id";"description";"DBO"
"7266";935254353179655;"Ab ins Verließ und den Vogel hinterher geschmissen.";"nothing"
"3624";1035157373189352;"Da musst Du Dir einfach alle bisherigen Episoden anhören. https://youtu.be/5UnaQdCW20k
https://youtu.be/Dntb7c0mryo
https://youtu.be/lIet5ZYFTxU";"nothing"
"5429";1010210825684007;"Die Berichterstattung vom MDR Thüringen über AfD und Pegida erinnert sehr an den zensierten Journalismus in der DDR.";"nothing"
"6052";855015971203494;"Hab Ihnen mal ne PN geschickt";"nothing"
"8345";855138077857950;"grönemeyer und konsorten sollen zuhause bleiben und bunten kuchen backen. einfach die fresse halten.";"nothing"
"5867";855048731200218;"Carsten, schau sie dir ganz einfach an. Kleine, junge Rotzgören von nicht einmal 20 Jahren aus dem Westen wollen mir erklären wie gut ich im Osten gelebt habe. Paar Monate Stasi und ein paaar Jahre Knast sollte ich dann schon mal aushalten können, oder?  Glaubt Ihr allen Ernstes das ich mich ein ganzes Leben lang von Euch linken Spinnern diktieren lass? Irgendwann ist Schluß mit lustig.";"nothing"
"3320";982645728440517;"""bist du nicht willig, so brauch ich Gewalt“ ......";"nothing"
"6062";855024071202684;"REDEN VON ZUSAMMENHALT UND WOLLEN DENNOCH LEGIDA EINE KLAGE ANHäNGEN,nur zusammen werden wir etwas bewegen können!!!";"nothing"
"4851";876271939077897;"Ich habe noch nie eine Job über die Agentur für Arbeit bekommen. Die sind so überflüssig wie ein Kühlschrank am Nordpol";"criticism"
"4757";1105894439448978;"genau wird gesprengt und vorher Schweinsköpfe dort hinstellen und Schweine grasen lassen";"nothing"
"7729";1095921853779570;"Wenn die angegriffen werden,  warum halten die dann noch an?";"nothing"
"92";1064380410267048;"Der Osten macht es vor. und wo bleibt der Westen?XD da ist ja schon alles verseucht bringt nix mehr.";"nothing"
"6753";1013238972047859;"das tun sie doch schon seit 70 Jahren.L A N G W E I L I G ! ! !";"nothing"
"380";1152532684785153;"ja,es wird immer kurioser";"nothing"
"2189";1052403691464720;"Achtung Achtung ! Die Linken Terroristen rufen wieder zum AUTOabfackeln auf--weit draussen abstellen und gelaufen kommen-ist sicherer";"nothing"
"7815";961083440596746;"Udo Görtz ist nicht nur dumm sondern ein ganz Schlauer....er hat sich auch noch angesprochen gefühlt....was für ein Idiot...";"nothing"
"6229";882737181764706;"Es ist nicht die Schuld der Flüchtlinge das sie hier alles bekommen ohne je hier einbezahlt zu haben. Es ist das kranke System und dafür geht man auf die Straße nicht wegen einen Hassan oder Mehmed";"criticism"
"2609";982702218434868;"Lisa Sander und Du?  Was bist Du? Auf jeden Fall nicht ganz dicht in Deinem Oberstübchen ????????????";"nothing"
"6865";1012408395464250;"Ihr merkt es einfach nicht, wie ihr verarscht werdet  ?????? So ist das halt, wenn man ohne Gehirn Kommentare abgibt ??????";"nothing"
"5546";1010797295625360;"Eine Hundedecke mit der Aufschrift ""Merkel muss weg"". Wenn der Hund gross genug ist traut sich auch z.B. in der Salafistenhochburg Berlin kein Staatstroll ran.";"criticism"
"1009";1064060553632367;"Max Fahrnholz  wir sollten uns gegenseitig Teddys schenken. Der Osten dem Westen und umgekehrt! Mmmm wo gibt es denn noch Teddys? Meiner hieß Kläuschen! Bitte nicht lachen!";"nothing"
"6423";882682061770218;"... Vor allem junge Männer sind in den vergangenen Monaten in das Asylbewerberheim nach Plauen gekommen ... Wo ist der Rest der Familie?";"nothing"
"6937";1012881042083652;"Wenn zwei das gleiche tun,ist das lange noch nicht das gleiche";"nothing"
"3764";1035919683113121;"JETZT 
DIESES JAHR 
BRAUCHEN WIE JEDEN AUF DER STRASSE!!!";"nothing"
"670";1152537074784714;"sorry das ich schmunzeln muss .....wen interessiert denn heute bitte noch das GG? Das wird umgangen und gut ist!";"criticism"
"6844";1012430862128670;"Laut Bundesinformationsministerium von heute werden die Weihnachtsmärkte in Deutschland aus Sicherheitsgründen kurzfristig in Wintermärkte umbenannt !!!11!!!";"nothing"
"3101";1057132424325180;"Sind nur ökonomische Gedanken...";"nothing"
"546";1134088556629566;"Hab ich scho - endete für ihn im Krankenhaus und für mich vor'm Richter ...";"nothing"
"5757";855034814534943;"REDET MIT LEGIDA!!!!! hört auf mit diesen unterlassungsquatsch!!! diese leute sind doch auch in dresden mit dabei! ihr spaltet dadurch nur ""euresgleichen""";"nothing"
"4156";982978675073889;"die friedlichen Facharbeiter!! eine Frechheit von der Politik..Und Kinder bringt der storch !Oder?  Diese Brut bekämpft sich seit X Jahren bis auf den Tod selbst .Und das hört in Tschermany auf?? Dann glaubt wie unsere Merkel weiter an den Storch";"criticism"
"832";1063687770336312;"Der obige Link von Pegida zeigt Daten von 2012. Und das auch nur, da dort für den Post die schönsten Daten zu finden waren. Geht man ein Jahr weiter vor, sieht es für Sachsen nicht so rosig aus. Geht man in ein anderes Jahr zurück mag vielleicht S-H besonders schlecht abschneiden. Teile einer Statistik ohne Trend zu benutzen bleibt Humbug. Die Daten vom Spiegel Artikel sind übrigens auch in meinem Link zu finden unter Schulqualität -> IQB, wenn man sich die Mühe machen würde und eine gesamte Studie angucken würde.";"nothing"
"4245";982950578410032;"Es wird nicht mehr lange dauern, haben wir diese Zustände in Deutschland.Danke Merkeln und CO: Tretet ab";"criticism"
"2480";982793801759043;"Heute bei Anne Will der ungarische Minister der eingeladen war hat gesagt sie haben einen der 
auf der Europäischen Terrorliste steht rausgefischt. 

Wo einer ist da sind noch mehr na Mahlzeit!";"nothing"
"2495";982690255102731;"Ramon De la Perez Fluchbenzin gegurgelt oder keine Steine mehr von der Antifa bekommen ? so eine Blitzbirne ^^";"nothing"
"3158";1056910447680711;"lachhaft .......";"nothing"
"476";1134467879924967;"Na, ich weiß nicht, Geld zahle ich erst mal nicht.";"nothing"
"8839";945989508772806;"Komm schon, da gehen noch paar Millionen rein. Genug platz. Überfällt mal schön die Gutmenschen. Als rein mit dem pack.";"nothing"
"6720";1013065785398511;"Die CSU ist nur Opium für die Bevölkerung,aber kein handeln";"criticism"
"6656";1012481878790235;"blöd";"nothing"
"7941";960987813939642;"Aha liebe deutschen Politiker, da hat Einer endlich einen Durchblick erlangt! Aber das ist bei Euch ja nicht zu befürchten! Lach";"criticism"
"3956";1035544743150615;"In Köln geht's ab und Ihr kommt immer nur mit Dresden. Anscheinend wird der Osten immer nur für sich denken.";"nothing"
"7156";925399134165177;"Ralf, Du bist aus Frankfurt und hast doch keinen Plan von Verbrechensstatistik. Da steckt der Flughafen mit drin (Schmuggel z.B.) und das Frankfurter Kreuz (dort werden die meissten Drogenschmuggler rausgefischt). Ohne diese Verbrechens-Drehkreuze ist Frankfurt eher hinter den westlichen Großstädten. Der Ausländeranteil in Frankfurt beträgt zur Zeit 26,8 %. Siehste, jetzt weisste Bescheid. :D PS Pegida bringt aber immehin so 50 - 60 Leutchen zum spazierengehn. Und das bei 650.000 Einwohnern. Respekt!! :-)";"nothing"
"1211";862004293837995;"und sowas hat den friedensnobelpreis bekommen,mir wird schlecht,wen ich sowas rumlaufen sehe";"nothing"
"4439";1096148273756928;"Nehmen ihre Kinder als Schutzschilder..
Was sind das nur für Kreaturen.";"nothing"
"3872";1035621543142935;"Weiter so mal sehen vieleicht wachen jetzt auch die Wessis mal auf!!!";"nothing"
"7720";1088764911161931;"Top";"nothing"
"6817";1013022495402840;"Sorry Handy spinnt";"nothing"
"449";1152578771447211;"+++ EILMELDUNG LIVE-STREAM +++ Eskalation bei #Rigaer #Demo #Rigaer94 #B0907 #R94 #R94bleibt";"nothing"
"6376";882701505101607;"in welche Rubrik fallen solche Straftaten? Sind das die mit ""Ausländerfeindlichem Hintergrund"". Dann glaub ich auch langsam der Statistik :).";"nothing"
"4631";1096354510402971;"Zum Kotzen! Schickt die bloss bald in die Türkei zurück, bevor wir die auch noch hier haben.";"nothing"
"8992";1007134799324943;"Drum! AfD und dann schnellstens durchkehren!";"nothing"
"4101";982975815074175;"Anke Schneider die Funktion dieses Systems musst du mal erklären! Und zutreffend dürfte das schon eine ganze Weile nicht mehr sein! Oder hat man uns über die jährlichen Kosten eines ""Flüchtlings"" in Deutschland von Seiten der Politik belogen. Kann ja sein, dass eine Unternehmerin da mehr Kenntnisse hat. Und am Rande bemerkt, ich bin auf Deutschland stolz! Es ist ein leistungsstarkes Land und seine Geschichte hat mehr Positives als Negatives (auch wenn das manche stört!). Nicht stolz kann man auf die deutsche Politik sein. Was dann aber eher an den ""Politikern"" liegt, die teilweise nicht einmal einen Berufsabschluss haben.";"criticism"
"5512";1012233742148382;"Unfassbar Dämliche Typen die das Land Regieren bzw Diktatorisch diktieren .";"criticism"
"1975";1111960678842354;"Dann mach Du es besser und sing beim nächsten mal!";"nothing"
"4849";876431725728585;"""Die Zeit"" war und ist schon immer ein linksgerichtetes Propagandablatt - es kommt der ""Lügenpresse"" gleich.";"nothing"
"5907";855046694533755;"Ich seid doch angeblich für Meinungsfreiheit,  dazu gehört auch andere Meinungen zuzulassen.";"nothing"
"9254";991242784247478;"ja wir müssen zusammenarbeiten";"nothing"
"212";1066090106762745;"Gerhard Koller Schlägt bei den diversen Bildungstests (PISA, Bildungsmonitor etc.) bis heute durch. In Sachsen kann man halt nicht Physik und Chemie gegen Tanz und Glasmalerei abwählen.";"nothing"
"6003";855012367870521;"Einfach entgegen Brüllen. Ein Schläger bei den Linken.";"nothing"
"7540";1095908857114203;"Warum werden die nicht von der Straße geräumt?";"nothing"
"8835";945835278788229;"Macht den Flüchtlingen und ihren Helfern das Leben so schwer wie möglich!!! Dann flüchten sie weiter!!!!";"nothing"
"8338";855235231181568;"fake site, und hat hier nichts mit zu tun";"nothing"
"1586";862052200499871;"Ausserdem seid ihr echt beleidigend.... das tut schon weh....";"nothing"
"1796";1112161042155651;"In Meck Pom gibt es das schon seit einigen Wochen. Richtig so.";"nothing"
"5611";1010337799004643;"Oli Henze Blödsinn!";"nothing"
"2438";982682325103524;"Aber nicht über die grüne Grenze ..... Über die grüne Grenze darf man nur dann nach Europa wenn im Nachbar Land Krieg herrscht .... Es gibt ein Recht auf Asyl aber kein Recht auf ein besseres Leben";"nothing"
"5482";1012236578814765;"Vollpfosten die elenden...????????";"nothing"
"4750";1105438369494585;"Scheisdreck . Kann er sich in A.... schieben";"nothing"
"8515";855469801158111;"Auf diese Antwort bin ich nun auch sehr gespannt :-D";"nothing"
"7658";1088417234530032;"Super";"nothing"
"1657";1111495368888885;"ich versteh die Aufregung nicht, ist doch vollkommen richtig so.";"nothing"
"6777";1013054788732944;"auch ein nazi ? LACH";"nothing"
"348";1065801556791600;"Echt?";"nothing"
"4936";876414105730347;"Komisch,ich dachte Pegida sorgt für weniger Tourismus bzw.Touristen doch laut Sachsenspiegel vom 27.2.gab es noch nie so viele Übernachtungen im ach so naziverseuchten rechten sächsischen Ländle.Ob in der Sächsischen Schweiz oder in den großen Städen viele viele Urlauber.Mehr als noch im Jahr 2013/2014...";"nothing"
"8065";960895220615568;"http://www.presseportal.de/blaulicht/pm/44143/3089491 Einzelfall";"nothing"
"2273";1052387298133026;"So sieht es aus und auch diese Provokationen bzw. Angriffen auf Reporter während der Pegida und Legida Demo bezweifle ich das es Pegidianer waren ! Ich vermute eher eingeschleuste  Provokateure um etwas gegen Pegida in der Hand zu haben .";"nothing"
"7121";935272183177872;"Sauber !!!";"nothing"
"4393";991241037580986;"Ja er redet zwar schon stream funzt, nur  Ton nicht";"nothing"
"3875";1038805842824505;"Jan Hendrik Jürgensen - mach mich nicht wahnsinnig, jetzt wo die Kanzlerin auf dem Absatz umgedreht ist und sagte, das sind keine Einzelfälle..";"criticism"
"4828";876627109042380;"Hans Reinhard, klasse geschrieben.";"nothing"
"660";1134479063257182;"????";"nothing"
"7642";1095901703781585;".....genießen den besonderen Schutz unserer Regierung!";"criticism"
"1968";1120269044678184;"der kleene wird noch sein blaues wunder erleben im wahrsten sinne des wortes :-)";"nothing"
"8894";945882805450143;"https://youtu.be/gWklZtdjhS0";"nothing"
"4957";876304062408018;"Von welchen Fachkräften wird denn immer gesprochen? Also mir sind noch keine unter die Augen gekommen. Es werden nur Lügen erzählt.";"nothing"
"5042";876281065743651;"Ja, wenn doch mal die Fachkräfte kämen....die, die Gelder von den Arbeitsagenturen beziehen, können keine Fachkräfte sein, denn sonst hätten diese doch einen Arbeitsplatz! Oder sind ""Fachkräfte"" erwünscht, die dann nicht hier arbeiten, sondern arbeitslos sind?";"criticism"
"2743";982689211769502;"Juergen Weidner och sweetie, das haben mir schon viele gesagt - aber ich bin relativ groß und stark und noch niemand hat sich letztendlich getraut - ich wohne in Berlin, Soldiner Kiez, Wedding und bin leicht zu erkennen ;-) try it, du Wurst";"nothing"
"9249";1010176982354058;"Was haben Sie denn von einen linken Haussender erwartet?";"nothing"
"3869";1038619299509826;"!!!";"nothing"
"6568";1012905818747841;"Also wenn mich ein Linker fragt warum ich ein Patriot bin,sage ich immer:  Geh mal als christlicher Missionar oder als Jude durch Neukölln.Dann weißt Du es !!!";"nothing"
"8281";855116751193416;"Mal was von den nachbarn.. es lohnt weiter zu machen! http://m.diepresse.com/home/panorama/welt/4644087/index.do";"nothing"
"7825";961187163919707;"Nazi = Nationalsozialisten - das ist die deutsche Antwort, Version und Mißbrauch der in anderen (auch europ.) Ländern durchaus bis weit in die 70er hinein salonfähigen und praktizierten ""Faschismus""-Idee. Und die ist wieder die bürgerliche Antwort auf die Kommunismusidee. Man kann davon halten, was man will, das System, welches wir in D heute haben, ist von allen offensichtlich das beste. Trotz aller Macken und Beulen - dafür bewegen wir doch unseren Wohlstandsarsch jeden Montag durch unsere Heimat.";"criticism"
"3581";982646278440462;"Ja gut dann sollte man das mal machen";"nothing"
"8148";855124314525993;"http://youtu.be/DDkB09hxG2w";"nothing"
"8228";855268461178245;"Recht hat die Dame!";"nothing"
"1182";876251902413234;"Vielleicht kommen die Fachkräfte aufgrund der hohen Steuern und verantwortungslosen Politik nicht nach Deutschland und Österreich?";"criticism"
"4450";1105878576117231;"Die meisten  wissen doch gar nicht was gesungen wird  klingt ja nicht schlecht aber ?bersetzt es euch mal. Generell kann ja jeder bei mir glauben an was er will blos den Muezin muß ich hisr nicht haben";"nothing"
"2793";982778395093917;"Es ist seltsam , wie diese Feiglinge plötzlich mutig genug, um zu kämpfen geworden . Zu viel Angst , um für ihr eigenes Land gegen das Böse , aber glücklich, gegen schwache Polizei, die nur verwenden, wird Tränengas bekämpfen kämpfen. Erschießen . Nagetiere.";"nothing"
"135";1069093209795768;"Und ich habe noch nie rot oder Grün gewählt!";"nothing"
"2850";982743575097399;"B";"nothing"
"1533";876245732413851;"Pegida ist Schuld das die Dinosaurier ausgestorben sind.";"nothing"
"7405";1095903567114732;"Arm sind die Griechen und das alles der Merkel zum verdanken. SIE soll zwangsweise hin geführt sein um die Banditen zu beruhigen.";"criticism"
"8243";855114247860333;"Uwe Stephan denkst du nur weil du scheiße aussiehst und ein kleiner hässlicher Nazi bist, macht dich das erwachsener? Geistig bist du aber ganz unten mein Gutster.";"nothing"
"3964";1035135299858226;"DANKE PEGIDA! Ihr steht auch für uns dort draußen...";"nothing"
"6687";1013203705384719;"Herrenrasse darf das? ??";"nothing"
"3692";1035125859859170;"Es gibt immer noch eine Alternative, die man wählen kann ...";"criticism"
"4198";985426068162483;"Matze Illiger, Tommy Wismut Aue";"nothing"
"7667";1095985097106579;"Schlimmer wie Hyänen!!!";"nothing"
"3696";1035158126522610;"https://www.youtube.com/watch?v=Uy5dDTyFYyc&feature=youtu.be";"nothing"
"1083";1063291110375978;"Ist eh eine Sockenpuppe um genau euch/uns zu Beleidigungen zu bewegen, die Folgen dürften dann klar sein.";"nothing"
"3306";982666975105059;"Im Schießverein Deines Vertrauens.";"nothing"
"8170";861945403843884;"Wo hat Leipzig sich aufgelöst? Falsch informiert durch die Presse.";"nothing"
"1369";862051550499936;"lach, der war gut";"nothing"
"3328";982667548438335;"Warum ist es möglich, das das Europa zulässt?
Die überrennen Ungarn, da schickt mutti nicht unsere Armee hin komisch.
Arme Polizei, arme Armee Armes Ungarn, armes Deutschland!";"criticism"
"809";1063480237023732;"Ne Ungeziefer hat eine wichtige Aufgabe. Es gibt nichts was so sinnlos ist wie religionsfanatiker....";"nothing"
"9286";991277077577382;"Is this Dresden today?
How many were there?";"nothing"
"915";1064331186938637;"I love Sachsen!";"nothing"
"3910";1035107593194330;"Zählt ihr eigentlich noch? ;-)";"nothing"
"5392";1010342855670804;"André Weber - du Spacko regst dich über Inhalte des Islam auf? Mit Aufrufen zum Mord? du tickst doch nicht richtig...";"nothing"
"1684";1111355522236203;"Scharfe Attacken nach AfD-Parteitag

Viele Reaktionen in Deutschland auf das beschlossene AfD-Programm zielen auf den darin enthaltenen Anti-Islam-Kurs. Aber auch die generelle gesellschaftspolitische Ausrichtung steht in der Kritik. http://www.dw.com/de/scharfe-attacken-nach-afd-parteitag/a-19229048";"nothing"
"8702";945886845449739;"Geht mir genauso ,wie kann man nur so verblödet sein !!!      Grüsse aus Mannheim     :)";"nothing"
"5811";854999581205133;"Findest Du kein anderes Forum für solche Postings???";"nothing"
"2079";1043750598996696;"Liebe Tatjana, die haben nur Angst, aber vielleicht beißen sie deshalb wirklich..";"nothing"
"7362";888224491215975;"Ach Eva, lese dir doch nochmal deine Zeilen durch! Meinst du das Aufforderungen zum Selbstmord nicht beleidigend sind? Du bist ja absolut realitätsfremd.";"nothing"
"3114";1063250517046704;"Danke ! Der Nächste bitte !";"nothing"
"7529";1094622543909501;"Dort,wo es brennt(Connewitz,Leipziger Osten),würde man in dieser Stadt nie eine Genehmigung für friedliche Proteste bekommen.Dem SPD-Jung aus dem Westen sei Dank.Dresden ist offener??";"criticism"
"7726";1080435488661540;"http://info.kopp-verlag.de/hintergruende/europa/udo-ulfkotte/kopp-exklusiv-cia-chef-michael-hayden-erwartet-bu.html";"nothing"
"7447";1095993747105714;"Und die kommen doch irgendwann alle zu uns, ich hasse diese Vorstellung!";"nothing"
"8414";855187737852984;"Ja, hast recht, aber alles fängt klein an und nur auf Fleisch verzichten hilft nicht die Bedingungen in den Schweineställen zu verbessern, das führt nur zu noch härterem Wettbewerb und noch schlimmeren Zuständen. Demokratie ist gut, aber zu wenig Staat lässt Menschen zu Tieren werden. Wir benötigen einen Staat der offen und ehrlich Probleme auch beim Namen nennt und nicht geheim irgendwo irgendwas verhandelt. Der Staat der Geheimnisse hat ist unehrlich, undemokratisch und nicht haltbar! Erst wenn man sieht wer was gemacht hat wird man sehen was man tun kann um die Zustände zu verbessern. Es müssen also zunächst die Karten umgedreht werden.";"criticism"
"6373";882699758435115;"Die haben schon genug zu essen und anziehen. Bekommen doch ein fürstliches Willkommensgeschenk von 2.800 € und weiterhin jeden Monat soviel, wie andere in Deutschland, die ihren Job verloren haben, aber jahrelang gearbeiten hatten.";"nothing"
"4976";876343295737428;"Ist doch gut wenn nicht so viele kommen da bleibt vielleicht mal was für die deutschen hängen";"nothing"
"7563";1095981160440306;"einsatzschild ins gesicht und dann ist alles wieder gut       Recep Catakli";"nothing"
"3110";1056936574344765;"mach dir keine Sorgen um die Jobs, Nachschub rollt ;)";"nothing"
"94";1065824936789262;"Die Forderung nach Veröffentlichung aller geheimen Akten über Deutschlands politische Vergangenheit scheint für diese Bildungsverweigerer keine Rolle zu spielen . Man will sich mit den alliierten Siegermächten nicht anlegen ! Die Aufarbeitung und Veröffentlichung soll dem Volk vorenthalten werden . Lügenpolitik zu Gunsten einer Scheindemokratie !!!!!!!!!!";"criticism"
"1646";1111343725570716;"dann wäre gehalt auf die bank ebenfals ein ngo .";"nothing"
"2261";1056481811056908;"Oh Graus!!!
Vom Gehöft Sollte man Diese Jenigen  jagen!!!??????";"nothing"
"2220";1055144721190617;"Man bevorzugt wohl eher die Köpf-Variante.";"nothing"
"9195";1007164362655320;"Viel, viel zu wenige von diesen Verbrechern!";"nothing"
"6606";1012924515412638;"Wer ist eigentlich auf dieser Welt alles ""Wir"" ich dachte immer WIR sind in Deutschland und nicht im ""Wir"" Land das allen scheinbar gehört,...jeder darf hier lauthals seine Meinung kund tun, darf fordern und einkassiern, uns Belehrungen und Massregeln erteilen,  auf unsere Kosten gut leben...jeder von den neuen und alten WIR hat noch ein Reserveland im Ärmel, in dem seine Wurzeln sind,  auf das er zurückgreifen kann wenn es ihm im WIR-Deutschland zu eng wird....Liebe Neu und alt WIR-Bürger...solch ein Land haben WIR-Deutschen nicht...wir haben nur unser Deutschland....das von Euch gerade dem Erdboden gleich gemacht wird.";"nothing"
"3270";982654551772968;"Sind ja nur theoretische Fragen und rethorische. Keine Sorge :)";"nothing"
"1008";1063276293710793;"Sagen Sie mal was haben Sie denn genommen?  Geht es noch hier Leute so zu beleidigen?  Ich verstehe nicht wie man Geistig so Umnachtet sein kann wie Sie. Vor öffnen des Mundes sollte das Hirn Betriebstemperatur haben. Aber Ihr Name ""Dresden Drecksvolk"" und Profil sagen alles.  Ach ja bevor Sie Ihren dämlichen Text nun wiederholt niederschreiben, Grüße aus Bayern. Na hat es klick gemacht?";"nothing"
"6708";1012422178796205;"????????????";"nothing"
"3835";1035130399858716;"Peterchens Mondfahrt! Komm aber in 20 Jahren aus Deinem Kalifat nicht um Asyl betteln!";"nothing"
"9150";991245094247247;"und es ist ein Fehler, wenn ihr glaubt das dadurch mehr Menschen an den Pegida-Demo`s teilnehmen, weil ihr keinen guten Stream habt, - genau das Gegenteil ist dann der Fall. - bitte kümmert euch darum, - ich bin davon überzeugt, das auch der Grossteil dafür spenden würde, um dies umzusetzen.";"nothing"
"6304";882941191744305;"War bestimmt ein ""deutsch-tunesier"". Es ist schon erstaunlich, sie alle sind Gast in unserem Land und stechen sich gegenseitig ab. Die Straftäter sollte man in den Zug setzen, Richtung von dort wo sie herkommen.";"nothing"
"3772";1040751905963232;"Auch in wesden ist das balt möglich";"nothing"
"4470";1105406679497754;"was wollen die spinner, ab nach hause!!!";"nothing"
"4537";1105430566162032;"Zigarette statt Minarette";"nothing"
"4834";876331022405322;"Unser Land braucht nicht nur Leute die studieren!!!! Wir brauchen vor allem Menschen, welche mit ihren Händen arbeiten!!!! Oder glauben sie, dass sich ein sogenannter Akademiker morgens um 3Uhr an den Ofen stellt und Brötchen bäckt, ihr Auto repariert, oder ihre Wohnung renoviert?????????";"nothing"
"3688";1035102196528203;"Find die polnische Flagge vor Ort geil :D";"nothing"
"612";1152531164785305;"Ich möchte mir in Deutschland nicht vorkommen wie im arabischen Raum oder in Afrika. Ich fühle mich immer fremder hier und wie auf Besuch in der eigenen Heimat. Es wird täglich mehr - man kann richtig zusehen, wie wir selbst immer mehr zur Minderheit im eigenen Land werden. Alles ist schon völlig muslimisch unterwandert - Politik, Polizei, Bundeswehr und in der Gastronomie sieht man auch immer weniger Deutsche. Das Stadtbild in Berlin prägen kinderwagenschiebende Muslime und junge muslimische Männer- die als regelrechte Invasoren nach Deutschland gekommen sind. In vielen Stadtbezirken sind die Deutschen schon weit in der Unterzahl- alles ist versifft, voller Dreck und Müll. In vielen berliner U-Bahn Linien sitzt man als Deutsche fast allein im Abteil und hört nur arabisch, türkisch usw. Die Lage in den Großstädten ist heute schon gravierend- und der muslimische Bevölkerungsanteil steigt in Zukunft noch rapider an- dann werden Sie auch mehr auf die Kleinstädte und Dörfer ausweichen und so das restliche- teilweise intakte Deutschland auch noch völlig zerstört.

Es macht mich unendlich traurig, was mit unserem wunderschönen Land geschieht. Gleichzeitig aber auch sehr wütend, dass die deutschen Männer nicht einmal uns Frauen und ihr eigenes Land verteidigen. Die Frauen sind die größten Leidtragenden einer Islamisierung. Diese Feigheit ist eine Schande. Meinen Respekt allen Männern, die dies nicht betrifft und die für unsere Zukunft kämpfen und nicht feige im Strom mit schwimmen.

Es war der größte Fehler der letzten 70 Jahre eine muslimische Einwanderung in Deutschland und Europa überhaupt zuzulassen. Der Koran verstösst gegen die Menschenrechte und die Ideologie Islam ist gegen unsere freien Werte, die demokratischen Verhältnisse und unsere Kultur gerichtet. Der Koran gehört in ganz Europa verboten und der Islam damit aus Europa verbannt.";"criticism"
"506";1134187743286314;"Frau Merkel wenn kennen Sie persönlich??   Einen Grapscher oder Halsabschneider??";"nothing"
"1577";876248339080257;"""Der Islam"" oder ""Der is´ lahm"" oder was?https://www.youtube.com/watch?v=_upSXNB7gm0";"nothing"
"3293";982647128440377;"Wenns so einfach wäre mit einer Waffe :/";"nothing"
"896";1063267313711691;"So sind sie unsere kleinen Krimigranten, die unser Leben so bunt machen sollen, aber denen das Leben anderer Menschen nicht viel bedeutet....da benutzt man gern mal das Messer, die Machete, die AK-47 oder zündet,  wenn es besonders effektvoll sein soll, den Sprengstoffgürtel. Toll! Danke IM Erika!";"nothing"
"3595";982673251771098;"Korruption - dafür ist er doch mehr als nur landesweit bekannt";"nothing"
"9237";1007204255984664;"Ich persönlich würde mich schämen meinen Arsch in Sicherheit gebracht zu haben während meine Familie getötet wird.Die männlichen syrischen ""Flüchtlinge"" hätten auch eine Armee bilden und kämpfen können.Haben sie aber nicht.Nein sie wandern lieber in ein Land aus dessen Kultur sie doch eigentlich hassen.";"nothing"
"7264";935268239844933;"Aber der Vogel darf bestimmt weiterhin unbehelligt seine Untaten betreiben.";"nothing"
"6674";1012948668743556;"Die haben aber auch ein Weilchen gebraucht, um hinterm Ofen vorzukommen. Aber lieber spät als nie.";"nothing"
"3977";1035112806527142;"ja Jesse";"nothing"
"3531";982645975107159;"Ohne Worte!";"nothing"
"4866";876439472394477;"will ich ja auch nicht...";"nothing"
"5710";855012394537185;"Finde es auch super wenn sich die Teams aussprechen und wir gemeinsam spazieren";"nothing"
"6799";1013088768729546;"Ist halt ein Jude und ein Oberzionist";"nothing"
"4170";989187501119673;"you made my day - geiler kommentar (y)";"nothing"
"8114";977048892333534;"Verrat  !!!";"nothing"
"851";1063655277006228;"Ganz schön schlau die dummen Nazi Ossis ! Ich kenne beides vom Westen in den Osten gezogen während der Schulzeit ! Das ist ein Unterschied wie Tag und Nacht und die Nacht ist ganz klar der Westen !";"nothing"
"2080";1052415988130157;"Der Herr Pol.-Präs. hat sich an ALLE gewandt.";"nothing"
"5506";1011492542222502;"Herr Heid damit zeigen Sie welches Niveau bei Pegida herrscht, danke dafür!";"nothing"
"3507";982648211773602;"und warum kaempfen die deserteure nicht in ihrem land ?!";"nothing"
"4400";983018041736619;"Und ich höre es jetzt schon wieder leise am Horizont: Lügenpresse, Lügenpresse.";"nothing"
"7193";925541977484226;"Na ja, Deine Seite sagt alles. Dein Geschreibsel auch. Schönes Leben noch, Höfle.";"nothing"
"4635";1096293547075734;"Drecksgesindel.";"nothing"
"3666";1035131606525262;"Was hast du denn eingeworfen???";"nothing"
"8903";945906388781118;"...aber ich dann nicht mehr als Tourist nach München...!";"nothing"
"8622";945837635454660;"Hast ein Problem mit Österreich?";"nothing"
"326";1065835066788249;"In der DDR nannte man das Fach ""Staatsbürgerkunde"" wo man die Phrasen des Sozialismus auswendig lernen musste. Wahrscheinlich soll dann heutzutage das Lied  ""Say it loud, say it clear 2 Millionen Moslems by year are wäälgom here"" in die armen Kinder angetrichtert werden. >:(";"criticism"
"8200";855110294527395;"und solche wie volker sind die ersten die dann jammern wenn es um seinen kragen geht, dann um hilfe rufen";"nothing"
"451";1152555988116156;"dgb unterstützt AfD-Bashing nach Leibeskräften.";"nothing"
"2750";982782308426859;"Die schlimmste Variante:Rot-Rot-Grün !";"nothing"
"1504";874461262592298;"So sieht es aus René Rodriguez";"nothing"
"6451";882677785103979;"braucht Deutschland so viele Maetzger?";"nothing"
"3725";1036313473073742;"Ja, aber ich seh jünger aus... Uwe! Tarnung ist alles!!";"nothing"
"7049";925536944151396;"Frau Festerling erobert ihre Stadt zurück?";"nothing"
"8524";855641884474236;"Der einzige, der hier von hass spricht,  sind sie selbst Herr theben ??";"nothing"
